source_dataset,target_dataset,probe_family,seed,is_ood,quantile_set,layer,delta_vs_last,delta_ci_lo,delta_ci_hi,delta_above_zero,is_oracle_best_layer,is_source_selected_layer,is_last_layer,n_test_series,n_test_windows,bootstrap_replicates
uber_tlc_hourly,uber_tlc_hourly,forecast_slot_native_head,0,False,q9,2,-0.7386029976209008,-0.7978119287110242,-0.679627037528182,False,False,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,forecast_slot_native_head,0,False,q9,3,-0.5051316617329915,-0.5335153257804723,-0.47669391757503937,False,False,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,forecast_slot_native_head,0,False,q9,4,-0.5282152621746063,-0.5599851046237702,-0.4939152519546691,False,False,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,forecast_slot_native_head,0,False,q9,5,-0.539577008962631,-0.5679559042542784,-0.5077464666407573,False,False,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,forecast_slot_native_head,0,False,q9,6,-0.42314276544253016,-0.45289516579253886,-0.3893711600897244,False,False,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,forecast_slot_native_head,0,False,q9,7,-0.3672744837601978,-0.39900801298271127,-0.3316564739122455,False,False,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,forecast_slot_native_head,0,False,q9,8,-0.4903908939361572,-0.5215888028811709,-0.4541663508197726,False,False,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,forecast_slot_native_head,0,False,q9,9,-0.4027229505379992,-0.4394705378398345,-0.3621910056525645,False,False,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,forecast_slot_native_head,0,False,q9,10,-0.17867085893948875,-0.20154923187296947,-0.1542951090034998,False,False,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,forecast_slot_native_head,0,False,q9,11,-0.19657906961441007,-0.2121758992490722,-0.18109789145164906,False,False,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,forecast_slot_native_head,0,False,q9,12,0.0,0.0,0.0,False,True,True,True,260,1500,5000
